Name,Email,Email Providers,Company Name,Job Title,Number of employess,Priority Score
User_797,user_797@zoho.com,zoho,Company_65,Founder,300,0.09
User_990,user_990@outlook.com,outlook,Company_26,Founder,75,0.32
User_894,user_894@yahoo.com,yahoo,Company_7,Intern,300,0.95
User_896,user_896@yahoo.com,yahoo,Company_71,CEO,1200,0.95
User_867,user_867@unknown.com,no_provider,Company_16,Manager,25,0.57
User_782,user_782@outlook.com,outlook,Company_35,Engineer,750,0.63
User_151,user_151@zoho.com,zoho,Company_12,CTO,300,0.45
User_906,user_906@yahoo.com,yahoo,Company_4,Engineer,25,0.29
User_406,user_406@unknown.com,no_provider,Company_48,CTO,300,0.33
User_84,user_84@yahoo.com,yahoo,Company_29,CEO,150,0.67
User_954,user_954@gmail.com,gmail,Company_92,Intern,150,0.75
User_811,user_811@outlook.com,outlook,Company_18,CEO,150,0.79
User_940,user_940@zoho.com,zoho,Company_90,CTO,1200,0.79
User_481,user_481@zoho.com,zoho,Company_79,CEO,25,0.09
User_20,user_20@yahoo.com,yahoo,Company_28,CTO,750,0.49
User_963,user_963@unknown.com,no_provider,Company_68,Engineer,25,0.06
User_795,user_795@yahoo.com,yahoo,Company_31,Manager,25,0.55
User_49,user_49@outlook.com,outlook,Company_54,Intern,750,0.44
User_469,user_469@gmail.com,gmail,Company_15,Engineer,750,0.89
User_549,user_549@gmail.com,gmail,Company_81,Founder,750,0.35
User_248,user_248@outlook.com,outlook,Company_38,Engineer,25,0.12
User_630,user_630@yahoo.com,yahoo,Company_31,Founder,300,0.14
User_192,user_192@gmail.com,gmail,Company_68,Manager,25,0.76
User_977,user_977@unknown.com,no_provider,Company_70,Founder,750,0.62
User_568,user_568@gmail.com,gmail,Company_50,Engineer,25,0.1
User_651,user_651@zoho.com,zoho,Company_48,Manager,1200,0.08
User_17,user_17@yahoo.com,yahoo,Company_9,Manager,75,0.7
User_751,user_751@gmail.com,gmail,Company_99,Founder,1200,0.07
User_775,user_775@yahoo.com,yahoo,Company_18,CEO,150,0.82
User_560,user_560@yahoo.com,yahoo,Company_83,CTO,1200,0.71
User_476,user_476@zoho.com,zoho,Company_81,CTO,75,0.08
User_65,user_65@zoho.com,zoho,Company_5,Manager,75,0.08
User_45,user_45@outlook.com,outlook,Company_6,Manager,150,0.99
User_528,user_528@zoho.com,zoho,Company_70,Engineer,150,0.37
User_38,user_38@outlook.com,outlook,Company_37,Manager,25,0.37
User_887,user_887@yahoo.com,yahoo,Company_35,CEO,150,0.81
User_448,user_448@zoho.com,zoho,Company_96,Engineer,300,0.95
User_348,user_348@outlook.com,outlook,Company_64,Intern,300,0.99
User_377,user_377@unknown.com,no_provider,Company_35,CEO,1200,0.75
User_435,user_435@gmail.com,gmail,Company_56,Founder,75,0.38
User_559,user_559@yahoo.com,yahoo,Company_42,CEO,25,0.08
User_336,user_336@yahoo.com,yahoo,Company_40,Engineer,750,0.78
User_735,user_735@zoho.com,zoho,Company_22,Intern,300,0.56
User_360,user_360@zoho.com,zoho,Company_6,Intern,150,0.42
User_630,user_630@zoho.com,zoho,Company_36,Intern,25,0.91
User_77,user_77@zoho.com,zoho,Company_47,Founder,1200,0.11
User_696,user_696@outlook.com,outlook,Company_4,CTO,750,0.49
User_695,user_695@zoho.com,zoho,Company_5,CTO,25,0.01
User_242,user_242@yahoo.com,yahoo,Company_47,Engineer,750,0.47
User_34,user_34@unknown.com,no_provider,Company_20,Intern,300,0.06
User_972,user_972@yahoo.com,yahoo,Company_48,Engineer,25,0.12
User_588,user_588@outlook.com,outlook,Company_68,Manager,300,0.12
User_322,user_322@yahoo.com,yahoo,Company_32,CEO,25,0.65
User_754,user_754@outlook.com,outlook,Company_64,Founder,300,0.75
User_936,user_936@unknown.com,no_provider,Company_16,Manager,150,0.58
User_721,user_721@zoho.com,zoho,Company_28,Founder,150,0.96
User_711,user_711@zoho.com,zoho,Company_26,CEO,75,0.37
User_874,user_874@gmail.com,gmail,Company_58,CTO,1200,0.29
User_456,user_456@gmail.com,gmail,Company_88,Manager,1200,0.87
User_356,user_356@gmail.com,gmail,Company_71,Founder,150,0.22
User_913,user_913@yahoo.com,yahoo,Company_21,Intern,1200,0.96
User_950,user_950@outlook.com,outlook,Company_47,Founder,75,0.01
User_125,user_125@outlook.com,outlook,Company_18,CTO,300,0.97
User_27,user_27@yahoo.com,yahoo,Company_71,Founder,150,0.04
User_479,user_479@unknown.com,no_provider,Company_17,Founder,25,0.89
User_68,user_68@yahoo.com,yahoo,Company_51,Intern,1200,0.53
User_491,user_491@unknown.com,no_provider,Company_53,Engineer,750,0.99
User_76,user_76@outlook.com,outlook,Company_41,Intern,25,0.07
User_461,user_461@zoho.com,zoho,Company_88,Founder,150,0.55
User_132,user_132@unknown.com,no_provider,Company_82,Founder,75,0.97
User_787,user_787@outlook.com,outlook,Company_56,Founder,25,0.52
User_852,user_852@gmail.com,gmail,Company_67,CTO,150,0.63
User_169,user_169@outlook.com,outlook,Company_42,Intern,75,0.7
User_355,user_355@unknown.com,no_provider,Company_37,CEO,150,0.45
User_202,user_202@unknown.com,no_provider,Company_36,CTO,1200,0.63
User_311,user_311@unknown.com,no_provider,Company_69,CEO,750,0.58
User_657,user_657@outlook.com,outlook,Company_76,Founder,75,0.9
User_176,user_176@unknown.com,no_provider,Company_93,Founder,150,0.05
User_863,user_863@unknown.com,no_provider,Company_6,CEO,25,0.28
User_47,user_47@unknown.com,no_provider,Company_34,Intern,75,0.95
User_786,user_786@unknown.com,no_provider,Company_54,Founder,1200,0.89
User_32,user_32@zoho.com,zoho,Company_81,Founder,150,0.46
User_658,user_658@yahoo.com,yahoo,Company_62,CTO,1200,0.62
User_416,user_416@yahoo.com,yahoo,Company_59,CEO,1200,0.28
User_62,user_62@outlook.com,outlook,Company_57,Engineer,300,0.19
User_476,user_476@outlook.com,outlook,Company_44,Founder,75,0.46
User_321,user_321@yahoo.com,yahoo,Company_94,Manager,300,0.35
User_134,user_134@yahoo.com,yahoo,Company_66,Founder,25,0.58
User_327,user_327@outlook.com,outlook,Company_60,CEO,150,0.08
User_461,user_461@outlook.com,outlook,Company_19,CEO,25,0.97
User_298,user_298@zoho.com,zoho,Company_79,Engineer,75,0.99
